instance_id,smell_type,model,prompt,failure_type,suite_regression,before_suites_failed,before_tests_total,before_tests_passed,before_tests_failed,before_tests_skipped,before_tests_todo,after_suites_failed,after_tests_total,after_tests_passed,after_tests_failed,after_tests_skipped,after_tests_todo
3477,Duplicate Assert,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3478,Duplicate Assert,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3479,Duplicate Assert,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3480,Duplicate Assert,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3481,Duplicate Assert,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3482,Duplicate Assert,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,242,242,0,0,0,1,242,241,1,0,0
3483,Duplicate Assert,Claude Sonnet 4.6,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3484,Duplicate Assert,Claude Sonnet 4.6,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3485,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,60,60,0,0,0,0,60,60,0,0,0
3486,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3487,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3488,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3489,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3490,Duplicate Assert,CodeLlama 34B,Zero-Shot,none,0,1,159,157,2,0,0,1,159,157,2,0,0
3491,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3492,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3493,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3494,Duplicate Assert,CodeLlama 34B,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3495,Magic Number,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3496,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3497,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3498,Duplicate Assert,CodeLlama 34B,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3499,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3500,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3501,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3502,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3503,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3504,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3505,Magic Number,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3506,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,60,60,0,0,0,0,60,60,0,0,0
3507,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3508,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3509,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3510,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3511,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3512,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3513,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3514,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3515,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3516,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3517,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3518,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3519,Duplicate Assert,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,3010,3010,0,0,0,1,3010,3009,1,0,0
3520,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,0,462,455,0,7,0,1,0,0,0,7,0
3521,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3522,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3523,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3524,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3525,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,242,242,0,0,0,0,242,242,0,0,0
3526,SubOptimalAssert,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3527,Duplicate Assert,CodeLlama 34B,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3528,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3529,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,1,159,157,2,0,0,1,159,157,2,0,0
3530,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3531,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3532,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,230,2,0,3
3533,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3534,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3535,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3536,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3537,Duplicate Assert,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,3010,3010,0,0,0,1,3010,3009,1,0,0
3538,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3539,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3540,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3541,Duplicate Assert,CodeLlama 34B,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3542,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3543,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3544,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3545,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3546,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3547,Duplicate Assert,GPT-5.2,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3548,Magic Number,GPT-5.2,Zero-Shot,none,0,0,60,60,0,0,0,0,60,60,0,0,0
3549,Magic Number,GPT-5.2,Zero-Shot,none,0,1,235,231,1,0,3,1,235,230,2,0,3
3550,Duplicate Assert,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,562,562,0,0,0,1,562,561,1,0,0
3551,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3552,Magic Number,GPT-5.2,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3553,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3554,Magic Number,GPT-5.2,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3555,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3556,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3557,Magic Number,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3558,Duplicate Assert,CodeLlama 34B,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3559,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,76,73,0,3,0,0,76,73,0,3,0
3560,Magic Number,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3561,OvercommentedTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3562,Magic Number,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3563,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3564,Magic Number,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3565,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,60,60,0,0,0,1,60,59,1,0,0
3566,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3567,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3568,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1699,1699,0,0,0
3569,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3570,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3571,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3572,Magic Number,CodeLlama 34B,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3573,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3574,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3575,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1699,1699,0,0,0
3576,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3577,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3578,Magic Number,GPT-5.2,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3579,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,0,462,455,0,7,0,1,0,0,0,7,0
3580,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3581,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,76,73,0,3,0,0,76,73,0,3,0
3582,Magic Number,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3583,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3584,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,230,2,0,3
3585,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,60,60,0,0,0,0,60,60,0,0,0
3586,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1695,1695,0,0,0
3587,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3588,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1197,1197,0,0,0
3589,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3590,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3591,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3592,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3593,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1200,1200,0,0,0
3594,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3595,AnonymousTest,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3596,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3597,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,230,2,0,3
3598,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1200,1200,0,0,0
3599,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3600,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3601,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3602,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3603,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3604,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3605,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,254,243,0,11,0,0,254,243,0,11,0
3606,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,525,517,0,8,0,1,0,0,0,8,0
3607,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,47,47,0,0,0,0,12,11,1,0,0
3608,SubOptimalAssert,GPT-5.2,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3609,Magic Number,CodeLlama 34B,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3610,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,254,243,0,11,0,0,254,243,0,11,0
3611,OvercommentedTest,GPT-5.2,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,230,2,0,3
3612,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,150,149,0,1,0,0,150,149,0,1,0
3613,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3614,Magic Number,CodeLlama 34B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3615,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,1,235,231,1,0,3,1,235,230,2,0,3
3616,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,150,149,0,1,0,0,150,149,0,1,0
3617,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,1,235,231,1,0,3,1,235,230,2,0,3
3618,OvercommentedTest,GPT-5.2,Zero-Shot,suites_failed_increase,1,0,525,517,0,8,0,1,0,0,0,8,0
3619,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3620,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,0,525,517,0,8,0,1,0,0,0,8,0
3621,Magic Number,CodeLlama 34B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3622,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,0,525,517,0,8,0,1,0,0,0,8,0
3623,OvercommentedTest,GPT-5.2,Zero-Shot,suites_failed_increase,1,0,525,517,0,8,0,1,0,0,0,8,0
3624,Magic Number,CodeLlama 34B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3625,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3626,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3627,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3628,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3629,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3630,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3631,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3632,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3633,Magic Number,CodeLlama 34B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3634,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3635,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3636,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3637,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3638,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3639,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3640,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3641,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,76,73,0,3,0,0,76,73,0,3,0
3642,Magic Number,CodeLlama 34B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3643,OvercommentedTest,GPT-5.2,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3644,VerboseStatement,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3645,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3646,Magic Number,CodeLlama 34B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3647,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3648,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3649,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,230,2,0,3
3650,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1699,1699,0,0,0
3651,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3652,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3653,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1699,1699,0,0,0
3654,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3655,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,230,2,0,3
3656,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3657,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3658,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3659,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,229,3,0,3
3660,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,76,73,0,3,0,0,76,73,0,3,0
3661,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3662,Magic Number,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3663,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1698,1698,0,0,0
3664,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3665,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3666,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3667,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3668,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3669,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3670,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3671,SubOptimalAssert,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,60,60,0,0,0,1,60,59,1,0,0
3672,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1200,1200,0,0,0
3673,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3674,AnonymousTest,GPT-5.2,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3675,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3676,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3677,VerboseStatement,GPT-5.2,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3678,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3679,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3680,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3681,Sleepy Test,Claude Sonnet 4.6,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3682,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,254,243,0,11,0,0,254,243,0,11,0
3683,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3684,ConditionalTestLogic,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3685,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3686,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,254,243,0,11,0,0,254,243,0,11,0
3687,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3688,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,150,149,0,1,0,0,150,149,0,1,0
3689,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3690,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,150,149,0,1,0,0,150,149,0,1,0
3691,ConditionalTestLogic,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3692,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3693,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,562,562,0,0,0,0,562,562,0,0,0
3694,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3695,ConditionalTestLogic,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3696,ConditionalTestLogic,Claude Sonnet 4.6,Zero-Shot,suites_failed_increase,1,0,1694,1694,0,0,0,1,1689,1688,1,0,0
3697,ConditionalTestLogic,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3698,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3699,ConditionalTestLogic,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3700,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3011,3011,0,0,0
3701,ConditionalTestLogic,Claude Sonnet 4.6,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1695,1695,0,0,0
3702,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3703,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3704,SubOptimalAssert,CodeLlama 34B,Zero-Shot,suites_failed_increase,1,0,462,455,0,7,0,1,0,0,0,7,0
3705,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3706,SubOptimalAssert,CodeLlama 34B,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3707,VerboseStatement,GPT-5.2,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
