file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 12, 'column': 4, 'index': 332}","  10 |     await persister.persist();
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 261, 'column': 6, 'index': 6752}","  259 |       this.polly.configure({ adapters: [MockAdapter] });
  260 |       expect(connectCount).to.equal(2);
> 261 |       expect(disconnectCount).to.equal(1);
      |      ^ Duplicate Assert
  262 |     });
  263 |   });
  264 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 286, 'column': 6, 'index': 7207}","  284 |       this.polly.mode = MODES.REPLAY;
  285 |
> 286 |       expect(this.polly.mode).to.equal(MODES.REPLAY);
      |      ^ Duplicate Assert
  287 |       this.polly.record();
  288 |       expect(this.polly.mode).to.equal(MODES.RECORD);
  289 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 288, 'column': 6, 'index': 7288}","  286 |       expect(this.polly.mode).to.equal(MODES.REPLAY);
  287 |       this.polly.record();
> 288 |       expect(this.polly.mode).to.equal(MODES.RECORD);
      |      ^ Duplicate Assert
  289 |     });
  290 |
  291 |     it('.replay()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 294, 'column': 6, 'index': 7430}","  292 |       this.polly.mode = MODES.RECORD;
  293 |
> 294 |       expect(this.polly.mode).to.equal(MODES.RECORD);
      |      ^ Duplicate Assert
  295 |       this.polly.replay();
  296 |       expect(this.polly.mode).to.equal(MODES.REPLAY);
  297 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 296, 'column': 6, 'index': 7511}","  294 |       expect(this.polly.mode).to.equal(MODES.RECORD);
  295 |       this.polly.replay();
> 296 |       expect(this.polly.mode).to.equal(MODES.REPLAY);
      |      ^ Duplicate Assert
  297 |     });
  298 |
  299 |     it('.passthrough()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 302, 'column': 6, 'index': 7658}","  300 |       this.polly.mode = MODES.RECORD;
  301 |
> 302 |       expect(this.polly.mode).to.equal(MODES.RECORD);
      |      ^ Duplicate Assert
  303 |       this.polly.passthrough();
  304 |       expect(this.polly.mode).to.equal(MODES.PASSTHROUGH);
  305 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 304, 'column': 6, 'index': 7744}","  302 |       expect(this.polly.mode).to.equal(MODES.RECORD);
  303 |       this.polly.passthrough();
> 304 |       expect(this.polly.mode).to.equal(MODES.PASSTHROUGH);
      |      ^ Duplicate Assert
  305 |     });
  306 |
  307 |     it('.pause()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 310, 'column': 6, 'index': 7924}","  308 |       this.polly.configure({ adapters: [MockAdapterA, MockAdapterB] });
  309 |
> 310 |       expect([...this.polly.adapters.keys()]).to.deep.equal([
      |      ^ Duplicate Assert
  311 |         'adapter-a',
  312 |         'adapter-b'
  313 |       ]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 315, 'column': 6, 'index': 8063}","  313 |       ]);
  314 |       this.polly.pause();
> 315 |       expect([...this.polly.adapters.keys()]).to.deep.equal([]);
      |      ^ Duplicate Assert
  316 |     });
  317 |
  318 |     it('.play()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 321, 'column': 6, 'index': 8248}","  319 |       this.polly.configure({ adapters: [MockAdapterA, MockAdapterB] });
  320 |
> 321 |       expect([...this.polly.adapters.keys()]).to.deep.equal([
      |      ^ Duplicate Assert
  322 |         'adapter-a',
  323 |         'adapter-b'
  324 |       ]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 326, 'column': 6, 'index': 8386}","  324 |       ]);
  325 |       this.polly.play();
> 326 |       expect([...this.polly.adapters.keys()]).to.deep.equal([
      |      ^ Duplicate Assert
  327 |         'adapter-a',
  328 |         'adapter-b'
  329 |       ]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 331, 'column': 6, 'index': 8525}","  329 |       ]);
  330 |       this.polly.pause();
> 331 |       expect([...this.polly.adapters.keys()]).to.deep.equal([]);
      |      ^ Duplicate Assert
  332 |       this.polly.play();
  333 |       expect([...this.polly.adapters.keys()]).to.deep.equal([
  334 |         'adapter-a',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 333, 'column': 6, 'index': 8615}","  331 |       expect([...this.polly.adapters.keys()]).to.deep.equal([]);
  332 |       this.polly.play();
> 333 |       expect([...this.polly.adapters.keys()]).to.deep.equal([
      |      ^ Duplicate Assert
  334 |         'adapter-a',
  335 |         'adapter-b'
  336 |       ]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 341, 'column': 6, 'index': 8813}","  339 |     it('.stop()', async function () {
  340 |       this.polly.mode = MODES.RECORD;
> 341 |       expect(this.polly.mode).to.equal(MODES.RECORD);
      |      ^ Duplicate Assert
  342 |
  343 |       const promise = this.polly.stop();
  344 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 347, 'column': 6, 'index': 8973}","  345 |       expect(promise).to.be.a('promise');
  346 |       await promise;
> 347 |       expect(this.polly.mode).to.equal(MODES.STOPPED);
      |      ^ Duplicate Assert
  348 |     });
  349 |
  350 |     it('.connectTo()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 371, 'column': 6, 'index': 9463}","  369 |
  370 |       this.polly.connectTo('mock');
> 371 |       expect(connectCount).to.equal(1);
      |      ^ Duplicate Assert
  372 |       expect(disconnectCount).to.equal(0);
  373 |
  374 |       this.polly.connectTo(MockAdapter);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 372, 'column': 6, 'index': 9503}","  370 |       this.polly.connectTo('mock');
  371 |       expect(connectCount).to.equal(1);
> 372 |       expect(disconnectCount).to.equal(0);
      |      ^ Duplicate Assert
  373 |
  374 |       this.polly.connectTo(MockAdapter);
  375 |       expect(connectCount).to.equal(2);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 375, 'column': 6, 'index': 9588}","  373 |
  374 |       this.polly.connectTo(MockAdapter);
> 375 |       expect(connectCount).to.equal(2);
      |      ^ Duplicate Assert
  376 |       expect(disconnectCount).to.equal(1);
  377 |     });
  378 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 376, 'column': 6, 'index': 9628}","  374 |       this.polly.connectTo(MockAdapter);
  375 |       expect(connectCount).to.equal(2);
> 376 |       expect(disconnectCount).to.equal(1);
      |      ^ Duplicate Assert
  377 |     });
  378 |
  379 |     it('.disconnectTo()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 400, 'column': 6, 'index': 10109}","  398 |
  399 |       this.polly.connectTo('mock');
> 400 |       expect(connectCount).to.equal(1);
      |      ^ Duplicate Assert
  401 |       this.polly.disconnectFrom('mock');
  402 |       expect(disconnectCount).to.equal(1);
  403 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 402, 'column': 6, 'index': 10190}","  400 |       expect(connectCount).to.equal(1);
  401 |       this.polly.disconnectFrom('mock');
> 402 |       expect(disconnectCount).to.equal(1);
      |      ^ Duplicate Assert
  403 |
  404 |       this.polly.connectTo(MockAdapter);
  405 |       expect(connectCount).to.equal(2);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 405, 'column': 6, 'index': 10275}","  403 |
  404 |       this.polly.connectTo(MockAdapter);
> 405 |       expect(connectCount).to.equal(2);
      |      ^ Duplicate Assert
  406 |       this.polly.disconnectFrom(MockAdapter);
  407 |       expect(disconnectCount).to.equal(2);
  408 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 407, 'column': 6, 'index': 10361}","  405 |       expect(connectCount).to.equal(2);
  406 |       this.polly.disconnectFrom(MockAdapter);
> 407 |       expect(disconnectCount).to.equal(2);
      |      ^ Duplicate Assert
  408 |     });
  409 |
  410 |     it('.disconnect()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 434, 'column': 6, 'index': 10951}","  432 |       this.polly.configure({ adapters: [MockAdapterA, MockAdapterB] });
  433 |
> 434 |       expect(disconnects.length).to.equal(0);
      |      ^ Duplicate Assert
  435 |       expect(this.polly.disconnect());
  436 |       expect(disconnects.length).to.equal(2);
  437 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 436, 'column': 6, 'index': 11036}","  434 |       expect(disconnects.length).to.equal(0);
  435 |       expect(this.polly.disconnect());
> 436 |       expect(disconnects.length).to.equal(2);
      |      ^ Duplicate Assert
  437 |     });
  438 |
  439 |     it('.flush()', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 477, 'column': 8, 'index': 12034}","  475 |         let polly = new Polly('Test');
  476 |
> 477 |         expect(polly.container.has('adapter:mock')).to.be.true;
      |        ^ Duplicate Assert
  478 |         await polly.stop();
  479 |
  480 |         Polly.unregister(MockAdapter);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/polly-test.js,Duplicate Assert,"{'line': 483, 'column': 8, 'index': 12202}","  481 |
  482 |         polly = new Polly('Test');
> 483 |         expect(polly.container.has('adapter:mock')).to.be.false;
      |        ^ Duplicate Assert
  484 |         await polly.stop();
  485 |       });
  486 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/index-test.js,Conditional Test Logic,"{'line': 5, 'column': 52, 'index': 197}","  3 | describe('Unit | Index', function () {
  4 |   it('should export all the necessary modules', function () {
> 5 |     ['Polly', 'Timing', 'setupQunit', 'setupMocha'].forEach((name) => {
    |                                                    ^ Conditional Test Logic
  6 |       expect(PollyExports[name]).to.be.ok;
  7 |     });
  8 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/timing-test.js,Conditional Test Logic,"{'line': 13, 'column': 4, 'index': 319}","  11 |     promise.then(() => (resolved = true));
  12 |
> 13 |     if (ms) {
     |    ^ Conditional Test Logic
  14 |       setTimeout(() => expect(resolved).to.be.false, ms / 2);
  15 |     }
  16 |     setTimeout(() => expect(resolved).to.be.true, ms + 1);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/timing-test.js,Conditional Test Logic,"{'line': 34, 'column': 4, 'index': 824}","  32 |     promise.then(() => (resolved = true));
  33 |
> 34 |     if (timeout) {
     |    ^ Conditional Test Logic
  35 |       setTimeout(() => expect(resolved).to.be.false, timeout / 2);
  36 |     }
  37 |     setTimeout(() => expect(resolved).to.be.true, timeout + 1);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/parse-url-test.js,Conditional Test Logic,"{'line': 13, 'column': 6, 'index': 366}","  11 |       'http://netflix.com/movies/1',
  12 |       'http://netflix.com/movies/1?sort=title&dir=asc'
> 13 |     ].forEach((url) => expect(parseUrl(url).href).to.equal(url));
     |      ^ Conditional Test Logic
  14 |   });
  15 |
  16 |   it('should passthrough arguments to url-parse', function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Conditional Test Logic,"{'line': 186, 'column': 8, 'index': 5283}","  184 |           [(p) => p.replace('bar', 'foo'), 'https://pathname-test.com/foo/baz']
  185 |         ]
> 186 |       ].forEach(([rule, input, ...options]) => {
      |        ^ Conditional Test Logic
  187 |         options.forEach(([optionValue, expectedOutput]) => {
  188 |           expect(url(input, { [rule]: optionValue })).to.equal(expectedOutput);
  189 |         });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Eager Test,"{'line': 18, 'column': 13, 'index': 445}","  16 |   describe('method', function () {
  17 |     it('should handle all verbs', function () {
> 18 |       expect(method('get')).to.equal('GET');
     |             ^ Eager Test
  19 |       expect(method('put')).to.equal('PUT');
  20 |       expect(method('post')).to.equal('POST');
  21 |       expect(method('patch')).to.equal('PATCH');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Eager Test,"{'line': 19, 'column': 13, 'index': 490}","  17 |     it('should handle all verbs', function () {
  18 |       expect(method('get')).to.equal('GET');
> 19 |       expect(method('put')).to.equal('PUT');
     |             ^ Eager Test
  20 |       expect(method('post')).to.equal('POST');
  21 |       expect(method('patch')).to.equal('PATCH');
  22 |       expect(method('delete')).to.equal('DELETE');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Eager Test,"{'line': 20, 'column': 13, 'index': 535}","  18 |       expect(method('get')).to.equal('GET');
  19 |       expect(method('put')).to.equal('PUT');
> 20 |       expect(method('post')).to.equal('POST');
     |             ^ Eager Test
  21 |       expect(method('patch')).to.equal('PATCH');
  22 |       expect(method('delete')).to.equal('DELETE');
  23 |       expect(method('option')).to.equal('OPTION');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Eager Test,"{'line': 21, 'column': 13, 'index': 582}","  19 |       expect(method('put')).to.equal('PUT');
  20 |       expect(method('post')).to.equal('POST');
> 21 |       expect(method('patch')).to.equal('PATCH');
     |             ^ Eager Test
  22 |       expect(method('delete')).to.equal('DELETE');
  23 |       expect(method('option')).to.equal('OPTION');
  24 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Eager Test,"{'line': 22, 'column': 13, 'index': 631}","  20 |       expect(method('post')).to.equal('POST');
  21 |       expect(method('patch')).to.equal('PATCH');
> 22 |       expect(method('delete')).to.equal('DELETE');
     |             ^ Eager Test
  23 |       expect(method('option')).to.equal('OPTION');
  24 |     });
  25 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Eager Test,"{'line': 23, 'column': 13, 'index': 682}","  21 |       expect(method('patch')).to.equal('PATCH');
  22 |       expect(method('delete')).to.equal('DELETE');
> 23 |       expect(method('option')).to.equal('OPTION');
     |             ^ Eager Test
  24 |     });
  25 |
  26 |     it('should support a custom fn', function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 18, 'column': 13, 'index': 445}","  16 |   describe('method', function () {
  17 |     it('should handle all verbs', function () {
> 18 |       expect(method('get')).to.equal('GET');
     |             ^ Lazy Test
  19 |       expect(method('put')).to.equal('PUT');
  20 |       expect(method('post')).to.equal('POST');
  21 |       expect(method('patch')).to.equal('PATCH');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 27, 'column': 13, 'index': 793}","  25 |
  26 |     it('should support a custom fn', function () {
> 27 |       expect(method('GET', (m) => m.toLowerCase())).to.equal('get');
     |             ^ Lazy Test
  28 |     });
  29 |
  30 |     it('should pass the correct arguments to the custom fn', function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 33, 'column': 6, 'index': 962}","  31 |       const req = {};
  32 |
> 33 |       method(
     |      ^ Lazy Test
  34 |         'GET',
  35 |         (method, request) => {
  36 |           expect(method).to.equal('GET');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 49, 'column': 8, 'index': 1288}","  47 |     it('should lower-case all header keys', function () {
  48 |       expect(
> 49 |         headers({
     |        ^ Lazy Test
  50 |           Accept: 'foo',
  51 |           'Content-Type': 'Bar'
  52 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 61, 'column': 8, 'index': 1541}","  59 |     it('should exclude specified headers', function () {
  60 |       expect(
> 61 |         headers(
     |        ^ Lazy Test
  62 |           {
  63 |             Accept: 'foo',
  64 |             test: 'test',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 74, 'column': 8, 'index': 1844}","  72 |     it('should support a custom fn', function () {
  73 |       expect(
> 74 |         headers(
     |        ^ Lazy Test
  75 |           {
  76 |             Accept: 'foo',
  77 |             test: 'test',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 93, 'column': 6, 'index': 2293}","  91 |       const reqHeaders = { foo: 'foo' };
  92 |
> 93 |       headers(
     |      ^ Lazy Test
  94 |         reqHeaders,
  95 |         (headers, request) => {
  96 |           expect(headers).to.deep.equal(reqHeaders);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 109, 'column': 8, 'index': 2660}","  107 |
  108 |       expect(
> 109 |         headers(reqHeaders, (headers) => {
      |        ^ Lazy Test
  110 |           delete headers.foo;
  111 |
  112 |           return headers;"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 122, 'column': 13, 'index': 2956}","  120 |   describe('url', function () {
  121 |     it('should sort query params', function () {
> 122 |       expect(url('http://foo.com/?b=1&c=1&a=1', {})).to.equal(
      |             ^ Lazy Test
  123 |         'http://foo.com/?a=1&b=1&c=1'
  124 |       );
  125 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 188, 'column': 17, 'index': 5402}","  186 |       ].forEach(([rule, input, ...options]) => {
  187 |         options.forEach(([optionValue, expectedOutput]) => {
> 188 |           expect(url(input, { [rule]: optionValue })).to.equal(expectedOutput);
      |                 ^ Lazy Test
  189 |         });
  190 |       });
  191 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 194, 'column': 13, 'index': 5562}","  192 |
  193 |     it('should respect relative urls', function () {
> 194 |       expect(url('/some/path')).to.equal('/some/path');
      |             ^ Lazy Test
  195 |     });
  196 |
  197 |     it('should support a custom fn', function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 199, 'column': 8, 'index': 5687}","  197 |     it('should support a custom fn', function () {
  198 |       expect(
> 199 |         url('https://foo.bar/', (url) => url.replace('bar', 'foo'))
      |        ^ Lazy Test
  200 |       ).to.equal('https://foo.foo/');
  201 |     });
  202 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 206, 'column': 6, 'index': 5898}","  204 |       const req = {};
  205 |
> 206 |       url(
      |      ^ Lazy Test
  207 |         'https://foo.bar',
  208 |         (url, request) => {
  209 |           expect(url).to.deep.equal('https://foo.bar');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 221, 'column': 6, 'index': 6265}","  219 |       const req = {};
  220 |
> 221 |       url(
      |      ^ Lazy Test
  222 |         'https://foo.bar',
  223 |         {
  224 |           protocol: (protocol, request) => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/normalize-request-test.js,Lazy Test,"{'line': 244, 'column': 6, 'index': 6802}","  242 |       const req = {};
  243 |
> 244 |       url(
      |      ^ Lazy Test
  245 |         'body',
  246 |         (body, request) => {
  247 |           expect(body).to.deep.equal('body');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 43, 'column': 4, 'index': 1175}","  41 |
  42 |     headers['Content-Type'] = 'application/json';
> 43 |     expect(keys(headers)).to.deep.equal(['content-type']);
     |    ^ Duplicate Assert
  44 |
  45 |     delete headers['Content-Type'];
  46 |     expect(keys(headers)).to.deep.equal([]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 46, 'column': 4, 'index': 1271}","  44 |
  45 |     delete headers['Content-Type'];
> 46 |     expect(keys(headers)).to.deep.equal([]);
     |    ^ Duplicate Assert
  47 |
  48 |     headers['Content-Type'] = 'application/json';
  49 |     expect(keys(headers)).to.deep.equal(['content-type']);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 49, 'column': 4, 'index': 1367}","  47 |
  48 |     headers['Content-Type'] = 'application/json';
> 49 |     expect(keys(headers)).to.deep.equal(['content-type']);
     |    ^ Duplicate Assert
  50 |
  51 |     delete headers['CONTENT-TYPE'];
  52 |     expect(keys(headers)).to.deep.equal([]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 52, 'column': 4, 'index': 1463}","  50 |
  51 |     delete headers['CONTENT-TYPE'];
> 52 |     expect(keys(headers)).to.deep.equal([]);
     |    ^ Duplicate Assert
  53 |   });
  54 |
  55 |   it('should delete header when set with a null/undefined value', function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 59, 'column': 4, 'index': 1685}","  57 |
  58 |     headers['Content-Type'] = 'application/json';
> 59 |     expect(keys(headers)).to.deep.equal(['content-type']);
     |    ^ Duplicate Assert
  60 |
  61 |     headers['Content-Type'] = null;
  62 |     expect(keys(headers)).to.deep.equal([]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 62, 'column': 4, 'index': 1781}","  60 |
  61 |     headers['Content-Type'] = null;
> 62 |     expect(keys(headers)).to.deep.equal([]);
     |    ^ Duplicate Assert
  63 |
  64 |     headers['Content-Type'] = 'application/json';
  65 |     expect(keys(headers)).to.deep.equal(['content-type']);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 65, 'column': 4, 'index': 1877}","  63 |
  64 |     headers['Content-Type'] = 'application/json';
> 65 |     expect(keys(headers)).to.deep.equal(['content-type']);
     |    ^ Duplicate Assert
  66 |
  67 |     headers['Content-Type'] = undefined;
  68 |     expect(keys(headers)).to.deep.equal([]);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/http-headers-test.js,Duplicate Assert,"{'line': 68, 'column': 4, 'index': 1978}","  66 |
  67 |     headers['Content-Type'] = undefined;
> 68 |     expect(keys(headers)).to.deep.equal([]);
     |    ^ Duplicate Assert
  69 |   });
  70 |
  71 |   it('should handle a non string getter', function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/utils/deferred-promise-test.js,Exception Handling,"{'line': 22, 'column': 4, 'index': 599}","  20 |     promise.reject(new Error('42'));
  21 |
> 22 |     try {
     |    ^ Exception Handling
  23 |       await promise;
  24 |     } catch (error) {
  25 |       expect(error).to.be.an('error');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/core/tests/unit/server/server-test.js,Conditional Test Logic,"{'line': 52, 'column': 24, 'index': 1569}","  50 |
