file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/components/sign-up/signUpConfig.spec.js,Conditional Test Logic,"{'line': 59, 'column': 2, 'index': 1733}","  57 | // Over-writes config for china server to make phone number mandatory
  17 |   const patches = [];
> 18 |   for (var component of Array.from(components.models)) {
     |  ^ Conditional Test Logic
  19 |     patches.push(modelDeltas.makePatch(component).toJSON());
  20 |   }
  21 |   for (var system of Array.from(systems.models)) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/SaveBranchModal.spec.js,Conditional Test Logic,"{'line': 21, 'column': 2, 'index': 872}","  19 |     patches.push(modelDeltas.makePatch(component).toJSON());
  20 |   }
> 21 |   for (var system of Array.from(systems.models)) {
     |  ^ Conditional Test Logic
  22 |     patches.push(modelDeltas.makePatch(system).toJSON());
  23 |   }
  24 |   branch.set({patches});"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/SaveBranchModal.spec.js,Global Variable,"{'line': 18, 'column': 7, 'index': 755}","  16 |   const branch = new Branch(attrs);
  17 |   const patches = [];
> 18 |   for (var component of Array.from(components.models)) {
     |       ^ Global Variable
  19 |     patches.push(modelDeltas.makePatch(component).toJSON());
  20 |   }
  21 |   for (var system of Array.from(systems.models)) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/SaveBranchModal.spec.js,Global Variable,"{'line': 21, 'column': 7, 'index': 877}","  19 |     patches.push(modelDeltas.makePatch(component).toJSON());
  20 |   }
> 21 |   for (var system of Array.from(systems.models)) {
     |       ^ Global Variable
  22 |     patches.push(modelDeltas.makePatch(system).toJSON());
  23 |   }
  24 |   branch.set({patches});"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/SaveBranchModal.spec.js,Magic Number,"{'line': 117, 'column': 37, 'index': 4224}","  115 |     expect(saveBranchRequest.method).toBe('POST');
  116 |     const body = JSON.parse(saveBranchRequest.params);
> 117 |     expect(body.patches.length).toBe(2);
      |                                     ^ Magic Number
  118 |     const targetIds = _.map(body.patches, patch => patch.id);
  119 |     expect(_.contains(targetIds, changedComponent.id));
  120 |     expect(_.contains(targetIds, changedSystem.id));"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 141, 'column': 4, 'index': 5318}","  139 |     });
  140 |
> 141 |     expect(componentFine.get('description')).toBeUndefined();
      |    ^ Duplicate Assert
  142 |     expect(componentOverwrite.get('searchStrings')).toBe('unrelated setting that will be overwritten');
  143 |     expect(componentOverwrite.get('description')).toBe('local change to description that will be overwritten');
  144 |     expect(componentNewVersion.get('system')).toBe('ai');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 142, 'column': 4, 'index': 5380}","  140 |
  141 |     expect(componentFine.get('description')).toBeUndefined();
> 142 |     expect(componentOverwrite.get('searchStrings')).toBe('unrelated setting that will be overwritten');
      |    ^ Duplicate Assert
  143 |     expect(componentOverwrite.get('description')).toBe('local change to description that will be overwritten');
  144 |     expect(componentNewVersion.get('system')).toBe('ai');
  145 |     "
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 143, 'column': 4, 'index': 5484}","  141 |     expect(componentFine.get('description')).toBeUndefined();
  142 |     expect(componentOverwrite.get('searchStrings')).toBe('unrelated setting that will be overwritten');
> 143 |     expect(componentOverwrite.get('description')).toBe('local change to description that will be overwritten');
      |    ^ Duplicate Assert
  144 |     expect(componentNewVersion.get('system')).toBe('ai');
  145 |     
  146 |     let unexpectedChanges = 0;"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 144, 'column': 4, 'index': 5596}","  142 |     expect(componentOverwrite.get('searchStrings')).toBe('unrelated setting that will be overwritten');
  143 |     expect(componentOverwrite.get('description')).toBe('local change to description that will be overwritten');
> 144 |     expect(componentNewVersion.get('system')).toBe('ai');
      |    ^ Duplicate Assert
  145 |     
  146 |     let unexpectedChanges = 0;
  147 |     component.on('change', () => unexpectedChanges++);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 144, 'column': 4, 'index': 5596}","  142 |     expect(componentOverwrite.get('searchStrings')).toBe('unrelated setting that will be overwritten');
  143 |     expect(componentOverwrite.get('description')).toBe('local change to description that will be overwritten');
> 144 |     expect(componentNewVersion.get('system')).toBe('ai');
      |    ^ Duplicate Assert
  145 |     
  146 |     let unexpectedChanges = 0;
  147 |     component.on('change', () => unexpectedChanges++);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 156, 'column': 4, 'index': 6087}","  154 |
  155 |     // case 1: definition should be changed
> 156 |     expect(componentFine.get('description')).toBe('Adding a description');
      |    ^ Duplicate Assert
  157 |     
  158 |     // case 2: search strings and the description which were local, unsaved changes, have been removed
  159 |     expect(componentOverwrite.get('searchStrings')).toBeUndefined();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 159, 'column': 4, 'index': 6270}","  157 |     
  158 |     // case 2: search strings and the description which were local, unsaved changes, have been removed
> 159 |     expect(componentOverwrite.get('searchStrings')).toBeUndefined();
      |    ^ Duplicate Assert
  160 |     expect(componentOverwrite.get('description')).toBe('Adding a description');
  161 |     
  162 |     // case 3: the changes from v0 -> v1 should remain, and the patch to v0 are applied"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 160, 'column': 4, 'index': 6339}","  158 |     // case 2: search strings and the description which were local, unsaved changes, have been removed
  159 |     expect(componentOverwrite.get('searchStrings')).toBeUndefined();
> 160 |     expect(componentOverwrite.get('description')).toBe('Adding a description');
      |    ^ Duplicate Assert
  161 |     
  162 |     // case 3: the changes from v0 -> v1 should remain, and the patch to v0 are applied
  163 |     expect(componentNewVersion.get('system')).toBe('ai');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 163, 'column': 4, 'index': 6512}","  161 |     
  162 |     // case 3: the changes from v0 -> v1 should remain, and the patch to v0 are applied
> 163 |     expect(componentNewVersion.get('system')).toBe('ai');
      |    ^ Duplicate Assert
  164 |     expect(componentNewVersion.get('description')).toBe('Change that should make it');
  165 |     return done();
  166 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Duplicate Assert,"{'line': 163, 'column': 4, 'index': 6512}","  161 |     
  162 |     // case 3: the changes from v0 -> v1 should remain, and the patch to v0 are applied
> 163 |     expect(componentNewVersion.get('system')).toBe('ai');
      |    ^ Duplicate Assert
  164 |     expect(componentNewVersion.get('description')).toBe('Change that should make it');
  165 |     return done();
  166 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/level/modals/LoadBranchModal.spec.js,Magic Number,"{'line': 153, 'column': 35, 'index': 6034}","  151 |     
  152 |     // case 0 (unchanged component) and case 4 (cannot apply patch): no changes!
> 153 |     expect(unexpectedChanges).toBe(0);
      |                                   ^ Magic Number
  154 |
  155 |     // case 1: definition should be changed
  156 |     expect(componentFine.get('description')).toBe('Adding a description');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/component/ThangComponentsEditView.spec.js,Magic Number,"{'line': 55, 'column': 119, 'index': 1822}","  53 |   afterEach(() => view.destroy());
  54 |
> 55 |   it('loads dependencies when you add a component with the left side treema', () => expect(_.size(view.subviews)).toBe(3));
     |                                                                                                                       ^ Magic Number
  56 |    
  57 |   // TODO: Figure out why this is breaking karma but not always
  58 |   it('adds dependencies to its components list', function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/component/ThangComponentsEditView.spec.js,Magic Number,"{'line': 68, 'column': 40, 'index': 2521}","  66 |     view.components = (Array.from(view.components).filter((c) => c.original !== 'A'));
  67 |     view.onComponentsChanged();
> 68 |     expect(view.components.length).toBe(0);
     |                                        ^ Magic Number
  69 |     return expect(_.size(view.subviews)).toBe(0);
  70 |   });
  71 | });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/editor/component/ThangComponentsEditView.spec.js,Magic Number,"{'line': 69, 'column': 46, 'index': 2571}","  67 |     view.onComponentsChanged();
  68 |     expect(view.components.length).toBe(0);
> 69 |     return expect(_.size(view.subviews)).toBe(0);
     |                                              ^ Magic Number
  70 |   });
  71 | });
  72 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/TeachersContactModal.spec.js,Magic Number,"{'line': 63, 'column': 65, 'index': 2745}","  61 |
  62 |       return it('shows an error', function() {
> 63 |         return expect(this.modal.$('.alert-danger').length).toBe(1);
     |                                                                 ^ Magic Number
  64 |       });
  65 |     });
  66 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/TeachersContactModal.spec.js,Magic Number,"{'line': 74, 'column': 66, 'index': 3110}","  72 |
  73 |       it('shows a success message', function() {
> 74 |         return expect(this.modal.$('.alert-success').length).toBe(1);
     |                                                                  ^ Magic Number
  75 |       });
  76 |
  77 |       return it('disables the submit button', function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/TeacherCoursesView.spec.js,Duplicate Assert,"{'line': 40, 'column': 6, 'index': 2137}","  38 |       view.$('.play-level-button').first().click();
  39 |       expect(view.openModalView).toHaveBeenCalled();
> 40 |       expect(application.router.navigate).not.toHaveBeenCalled();
     |      ^ Duplicate Assert
  41 |       const args = view.openModalView.calls.argsFor(0);
  42 |       const modalView = args[0];
  43 |       expect(modalView instanceof HeroSelectModal).toBe(true);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/TeacherCoursesView.spec.js,Duplicate Assert,"{'line': 40, 'column': 6, 'index': 2137}","  38 |       view.$('.play-level-button').first().click();
  39 |       expect(view.openModalView).toHaveBeenCalled();
> 40 |       expect(application.router.navigate).not.toHaveBeenCalled();
     |      ^ Duplicate Assert
  41 |       const args = view.openModalView.calls.argsFor(0);
  42 |       const modalView = args[0];
  43 |       expect(modalView instanceof HeroSelectModal).toBe(true);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/TeacherCoursesView.spec.js,Duplicate Assert,"{'line': 45, 'column': 6, 'index': 2403}","  43 |       expect(modalView instanceof HeroSelectModal).toBe(true);
  44 |       modalView.trigger('hero-select:success');
> 45 |       expect(application.router.navigate).not.toHaveBeenCalled();
     |      ^ Duplicate Assert
  46 |       modalView.trigger('hide');
  47 |       modalView.trigger('hidden');
  48 |       return _.defer(function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/TeacherCoursesView.spec.js,Duplicate Assert,"{'line': 45, 'column': 6, 'index': 2403}","  43 |       expect(modalView instanceof HeroSelectModal).toBe(true);
  44 |       modalView.trigger('hero-select:success');
> 45 |       expect(application.router.navigate).not.toHaveBeenCalled();
     |      ^ Duplicate Assert
  46 |       modalView.trigger('hide');
  47 |       modalView.trigger('hidden');
  48 |       return _.defer(function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/TeacherCoursesView.spec.js,Duplicate Assert,"{'line': 49, 'column': 8, 'index': 2573}","  47 |       modalView.trigger('hidden');
  48 |       return _.defer(function() {
> 49 |         expect(application.router.navigate).toHaveBeenCalled();
     |        ^ Duplicate Assert
  50 |         return done();
  51 |       });
  52 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/HeroSelectModal.spec.js,Duplicate Assert,"{'line': 57, 'column': 4, 'index': 2557}","  55 |     const request = jasmine.Ajax.requests.mostRecent();
  56 |     request.respondWith({ status: 200, responseText: me.attributes });
> 57 |     expect(modal.trigger).toHaveBeenCalled();
     |    ^ Duplicate Assert
  58 |     expect(modal.trigger.calls.argsFor(0)[0]).toBe('hero-select:success');
  59 |     expect(modal.trigger).not.toHaveBeenCalledWith('hide');
  60 |     modal.$('.select-hero-btn').click();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/HeroSelectModal.spec.js,Duplicate Assert,"{'line': 59, 'column': 4, 'index': 2678}","  57 |     expect(modal.trigger).toHaveBeenCalled();
  58 |     expect(modal.trigger.calls.argsFor(0)[0]).toBe('hero-select:success');
> 59 |     expect(modal.trigger).not.toHaveBeenCalledWith('hide');
     |    ^ Duplicate Assert
  60 |     modal.$('.select-hero-btn').click();
  61 |     expect(modal.trigger).toHaveBeenCalledWith('hide');
  62 |     return done();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/HeroSelectModal.spec.js,Duplicate Assert,"{'line': 61, 'column': 4, 'index': 2779}","  59 |     expect(modal.trigger).not.toHaveBeenCalledWith('hide');
  60 |     modal.$('.select-hero-btn').click();
> 61 |     expect(modal.trigger).toHaveBeenCalledWith('hide');
     |    ^ Duplicate Assert
  62 |     return done();
  63 |   });
  64 | });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/HeroSelectModal.spec.js,Magic Number,"{'line': 42, 'column': 44, 'index': 1960}","  40 |     modal.$(`.hero-option[data-hero-original='${hero2.get('original')}']`).click();
  41 |     return setTimeout(function() { // TODO Webpack: Figure out how to not need this race condition
> 42 |       expect(user.fakeRequests.length).toBe(1);
     |                                            ^ Magic Number
  43 |       const request = user.fakeRequests[0];
  44 |       expect(request != null ? request.method : undefined).toBe(""PUT"");
  45 |       expect(__guard__(JSON.parse(request != null ? request.params : undefined).heroConfig, x => x.thangType)).toBe(hero2.get('original'));"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/HeroSelectModal.spec.js,Sleepy Test,"{'line': 41, 'column': 11, 'index': 1828}","  39 |   it('saves when you change heroes', function(done) {
  40 |     modal.$(`.hero-option[data-hero-original='${hero2.get('original')}']`).click();
> 41 |     return setTimeout(function() { // TODO Webpack: Figure out how to not need this race condition
     |           ^ Sleepy Test
  42 |       expect(user.fakeRequests.length).toBe(1);
  43 |       const request = user.fakeRequests[0];
  44 |       expect(request != null ? request.method : undefined).toBe(""PUT"");"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Conditional Test Logic,"{'line': 36, 'column': 4, 'index': 1489}","  34 |     const classrooms = new Classrooms(Array.from(userSlices).map((userSlice) => factories.makeClassroom({}, {members: userSlice})));
  35 |     this.view.classrooms.fakeRequests[0].respondWith({ status: 200, responseText: classrooms.stringify() });
> 36 |     for (let i = 0; i < this.view.members.fakeRequests.length; i++) {
     |    ^ Conditional Test Logic
  37 |       var request = this.view.members.fakeRequests[i];
  38 |       request.respondWith({status: 200, responseText: userSlices[i].stringify()});
  39 |     }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Conditional Test Logic,"{'line': 76, 'column': 6, 'index': 3139}","  74 |
  75 |     describe('shows the starter license upsell', function() {
> 76 |       if (features.chinaInfra) { return; }
     |      ^ Conditional Test Logic
  77 |     });
  78 | //      it 'when only subscription prepaids exist', ->
  79 | //        @view.prepaids.set([])"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Conditional Test Logic,"{'line': 180, 'column': 8, 'index': 7111}","  178 |
  179 |       return it('shows confirmation and a mailto link to schools@codecombat.com', function() {
> 180 |         if (!this.view.$('#request-sent-btn').length) {
      |        ^ Conditional Test Logic
  181 |           fail('Request button not found.');
  182 |         }
  183 |         if (!this.view.$('#enrollment-request-sent-blurb').length) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Conditional Test Logic,"{'line': 183, 'column': 8, 'index': 7222}","  181 |           fail('Request button not found.');
  182 |         }
> 183 |         if (!this.view.$('#enrollment-request-sent-blurb').length) {
      |        ^ Conditional Test Logic
  184 |           return fail('License request sent blurb not found.');
  185 |         }
  186 |       });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Global Variable,"{'line': 37, 'column': 6, 'index': 1561}","  35 |     this.view.classrooms.fakeRequests[0].respondWith({ status: 200, responseText: classrooms.stringify() });
  36 |     for (let i = 0; i < this.view.members.fakeRequests.length; i++) {
> 37 |       var request = this.view.members.fakeRequests[i];
     |      ^ Global Variable
  38 |       request.respondWith({status: 200, responseText: userSlices[i].stringify()});
  39 |     }
  40 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Magic Number,"{'line': 134, 'column': 87, 'index': 5311}","  132 |
  133 |         this.view.render();
> 134 |         return expect(this.view.$('a[href=""/teachers/starter-licenses""]').length).toBe(0);
      |                                                                                       ^ Magic Number
  135 |       });
  136 |
  137 |       return it('when full licenses currently exist', function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Magic Number,"{'line': 145, 'column': 87, 'index': 5737}","  143 |
  144 |         this.view.render();
> 145 |         return expect(this.view.$('a[href=""/teachers/starter-licenses""]').length).toBe(0);
      |                                                                                       ^ Magic Number
  146 |       });
  147 |     });
  148 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Magic Number,"{'line': 158, 'column': 85, 'index': 6258}","  156 |
  157 |     return it(""doesn't show the Starter License upsell"", function() {
> 158 |       return expect(this.view.$('a[href=""/teachers/starter-licenses""]').length).toBe(0);
      |                                                                                     ^ Magic Number
  159 |     });
  160 |   });
  161 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Magic Number,"{'line': 170, 'column': 85, 'index': 6770}","  168 |
  169 |     it(""doesn't show the Starter License upsell"", function() {
> 170 |       return expect(this.view.$('a[href=""/teachers/starter-licenses""]').length).toBe(0);
      |                                                                                     ^ Magic Number
  171 |     });
  172 |
  173 |     describe('""Get Licenses"" area', () => describe('when the teacher has made contact', function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Magic Number,"{'line': 200, 'column': 63, 'index': 7963}","  198 |
  199 |       return it('fills the void with the rest of the page content', function() {
> 200 |         return expect(this.view.$('#actions-col').length).toBe(0);
      |                                                               ^ Magic Number
  201 |       });
  202 |     });
  203 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/EnrollmentsView.spec.js,Unknown Test,"{'column': 13, 'line': 179}","  177 |       });
  178 |
> 179 |       return it('shows confirmation and a mailto link to schools@codecombat.com', function() {
      |             ^ Unknown Test
  180 |         if (!this.view.$('#request-sent-btn').length) {
  181 |           fail('Request button not found.');
  182 |         }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 20, 'column': 69, 'index': 698}","  18 |
  19 |     return it('shows log in button', function() {
> 20 |       return expect(this.view.$el.find('.login-btn').length).toEqual(1);
     |                                                                     ^ Magic Number
  21 |     });
  22 |   });
  23 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 34, 'column': 78, 'index': 1158}","  32 |
  33 |     it('shows update to teacher button', function() {
> 34 |       return expect(this.view.$el.find('.update-teacher-btn').length).toEqual(1);
     |                                                                              ^ Magic Number
  35 |     });
  36 |
  37 |     return it('shows update to student button and classCode input', function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 38, 'column': 71, 'index': 1323}","  36 |
  37 |     return it('shows update to student button and classCode input', function() {
> 38 |       expect(this.view.$el.find('.update-student-btn').length).toEqual(1);
     |                                                                       ^ Magic Number
  39 |       return expect(this.view.$el.find('input[name=""classCode""]').length).toEqual(1);
  40 |     });
  41 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 39, 'column': 82, 'index': 1409}","  37 |     return it('shows update to student button and classCode input', function() {
  38 |       expect(this.view.$el.find('.update-student-btn').length).toEqual(1);
> 39 |       return expect(this.view.$el.find('input[name=""classCode""]').length).toEqual(1);
     |                                                                                  ^ Magic Number
  40 |     });
  41 |   });
  42 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 55, 'column': 71, 'index': 2015}","  53 |
  54 |     it('shows remain a student button', function() {
> 55 |       expect(this.view.$el.find('.remain-student-btn').length).toEqual(1);
     |                                                                       ^ Magic Number
  56 |       return expect(this.view.$el.find('input[name=""classCode""]').length).toEqual(0);
  57 |     });
  58 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 56, 'column': 82, 'index': 2101}","  54 |     it('shows remain a student button', function() {
  55 |       expect(this.view.$el.find('.remain-student-btn').length).toEqual(1);
> 56 |       return expect(this.view.$el.find('input[name=""classCode""]').length).toEqual(0);
     |                                                                                  ^ Magic Number
  57 |     });
  58 |
  59 |     return it('shows update to teacher button', function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 60, 'column': 78, 'index': 2253}","  58 |
  59 |     return it('shows update to teacher button', function() {
> 60 |       return expect(this.view.$el.find('.update-teacher-btn').length).toEqual(1);
     |                                                                              ^ Magic Number
  61 |     });
  62 |   });
  63 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 75, 'column': 78, 'index': 2806}","  73 |
  74 |     it('shows remain a teacher button', function() {
> 75 |       return expect(this.view.$el.find('.remain-teacher-btn').length).toEqual(1);
     |                                                                              ^ Magic Number
  76 |     });
  77 |
  78 |     return it('shows update to student button', function() {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 79, 'column': 71, 'index': 2951}","  77 |
  78 |     return it('shows update to student button', function() {
> 79 |       expect(this.view.$el.find('.update-student-btn').length).toEqual(1);
     |                                                                       ^ Magic Number
  80 |       return expect(this.view.$el.find('input[name=""classCode""]').length).toEqual(1);
  81 |     });
  82 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CoursesUpdateAccountView.spec.js,Magic Number,"{'line': 80, 'column': 82, 'index': 3037}","  78 |     return it('shows update to student button', function() {
  79 |       expect(this.view.$el.find('.update-student-btn').length).toEqual(1);
> 80 |       return expect(this.view.$el.find('input[name=""classCode""]').length).toEqual(1);
     |                                                                                  ^ Magic Number
  81 |     });
  82 |   });
  83 | });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CourseVideosComponent.spec.js,Conditional Test Logic,"{'line': 11, 'column': 8, 'index': 342}","   9 |     mocks: {
  10 |       $t: (text) => {
> 11 |         if (text.includes('.')) {
     |        ^ Conditional Test Logic
  12 |           const res = text.split('.')
  13 |           return locale.en.translation[res[0]][res[1]]
  14 |         } else {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CourseVideosComponent.spec.js,Conditional Test Logic,"{'line': 39, 'column': 4, 'index': 1199}","  37 |     expect(wrapper.findAll('.concept-text').length).toBe(3)
  38 |     const me = factories.makeUser({})
> 39 |     if (me.showChinaVideo()) {
     |    ^ Conditional Test Logic
  40 |       expect(wrapper.findAll('video').exists()).toBe(true)
  41 |       expect(wrapper.findAll('video').length).toBe(3)
  42 |     } else {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CourseVideosComponent.spec.js,Magic Number,"{'line': 37, 'column': 57, 'index': 1154}","  35 |     expect(wrapper.find('#videos-content').exists()).toBe(true)
  36 |     expect(wrapper.findAll('.concept-text').exists()).toBe(true)
> 37 |     expect(wrapper.findAll('.concept-text').length).toBe(3)
     |                                                         ^ Magic Number
  38 |     const me = factories.makeUser({})
  39 |     if (me.showChinaVideo()) {
  40 |       expect(wrapper.findAll('video').exists()).toBe(true)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CourseVideosComponent.spec.js,Magic Number,"{'line': 41, 'column': 51, 'index': 1336}","  39 |     if (me.showChinaVideo()) {
  40 |       expect(wrapper.findAll('video').exists()).toBe(true)
> 41 |       expect(wrapper.findAll('video').length).toBe(3)
     |                                                   ^ Magic Number
  42 |     } else {
  43 |       expect(wrapper.findAll('.video').exists()).toBe(true)
  44 |       expect(wrapper.findAll('.video').length).toBe(3)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/courses/CourseVideosComponent.spec.js,Magic Number,"{'line': 44, 'column': 52, 'index': 1464}","  42 |     } else {
  43 |       expect(wrapper.findAll('.video').exists()).toBe(true)
> 44 |       expect(wrapper.findAll('.video').length).toBe(3)
     |                                                    ^ Magic Number
  45 |     }
  46 |   })
  47 | })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/core/SubscribeModal.spec.ozar.js,Conditional Test Logic,"{'line': 102, 'column': 4, 'index': 3179}","  100 |
  101 |   afterEach(function() {
> 102 |     if (this.openAsync.calls != null ? this.openAsync.calls.any() : undefined) {
      |    ^ Conditional Test Logic
  103 |       const options = this.openAsync.calls.argsFor(0)[0];
