file,type,line,frame
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/test.format-send-data.js,Assertion Roulette,"{'column': 4, 'line': 128}","  126 |     const tgbot = new TelegramBot('token', { filepath: false });
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 685}","  683 |       return bot.sendPhoto(USERID, photo).then(resp => {
  684 |         assert.ok(is.object(resp));
> 685 |         assert.ok(is.array(resp.photo));
      |        ^ Assertion Roulette
  686 |       });
  687 |     });
  688 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 699}","  697 |       const audio = `${__dirname}/data/audio.mp3`;
  698 |       return bot.sendAudio(USERID, audio).then(resp => {
> 699 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  700 |         assert.ok(is.object(resp.audio));
  701 |         audioId = resp.audio.file_id;
  702 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 700}","  698 |       return bot.sendAudio(USERID, audio).then(resp => {
  699 |         assert.ok(is.object(resp));
> 700 |         assert.ok(is.object(resp.audio));
      |        ^ Assertion Roulette
  701 |         audioId = resp.audio.file_id;
  702 |       });
  703 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 708}","  706 |       const audio = audioId;
  707 |       return bot.sendAudio(USERID, audio).then(resp => {
> 708 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  709 |         assert.ok(is.object(resp.audio));
  710 |       });
  711 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 709}","  707 |       return bot.sendAudio(USERID, audio).then(resp => {
  708 |         assert.ok(is.object(resp));
> 709 |         assert.ok(is.object(resp.audio));
      |        ^ Assertion Roulette
  710 |       });
  711 |     });
  712 |     it('should send an audio from fs.readStream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 715}","  713 |       const audio = fs.createReadStream(`${__dirname}/data/audio.mp3`);
  714 |       return bot.sendAudio(USERID, audio).then(resp => {
> 715 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  716 |         assert.ok(is.object(resp.audio));
  717 |       });
  718 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 716}","  714 |       return bot.sendAudio(USERID, audio).then(resp => {
  715 |         assert.ok(is.object(resp));
> 716 |         assert.ok(is.object(resp.audio));
      |        ^ Assertion Roulette
  717 |       });
  718 |     });
  719 |     it('should send an audio from request Stream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 722}","  720 |       const audio = request(`${staticUrl}/audio.mp3`);
  721 |       return bot.sendAudio(USERID, audio).then(resp => {
> 722 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  723 |         assert.ok(is.object(resp.audio));
  724 |       });
  725 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 723}","  721 |       return bot.sendAudio(USERID, audio).then(resp => {
  722 |         assert.ok(is.object(resp));
> 723 |         assert.ok(is.object(resp.audio));
      |        ^ Assertion Roulette
  724 |       });
  725 |     });
  726 |     it('should send an audio from a Buffer', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 729}","  727 |       const audio = fs.readFileSync(`${__dirname}/data/audio.mp3`);
  728 |       return bot.sendAudio(USERID, audio).then(resp => {
> 729 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  730 |         assert.ok(is.object(resp.audio));
  731 |       });
  732 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 730}","  728 |       return bot.sendAudio(USERID, audio).then(resp => {
  729 |         assert.ok(is.object(resp));
> 730 |         assert.ok(is.object(resp.audio));
      |        ^ Assertion Roulette
  731 |       });
  732 |     });
  733 |     it('should send an audio file with thumb', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 738}","  736 |
  737 |       return bot.sendAudio(USERID, audio, { thumb: thumbImg }).then(resp => {
> 738 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  739 |         assert.ok(is.object(resp.audio));
  740 |         assert.ok(is.object(resp.audio.thumb));
  741 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 739}","  737 |       return bot.sendAudio(USERID, audio, { thumb: thumbImg }).then(resp => {
  738 |         assert.ok(is.object(resp));
> 739 |         assert.ok(is.object(resp.audio));
      |        ^ Assertion Roulette
  740 |         assert.ok(is.object(resp.audio.thumb));
  741 |       });
  742 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 740}","  738 |         assert.ok(is.object(resp));
  739 |         assert.ok(is.object(resp.audio));
> 740 |         assert.ok(is.object(resp.audio.thumb));
      |        ^ Assertion Roulette
  741 |       });
  742 |     });
  743 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 754}","  752 |       const document = `${__dirname}/data/photo.gif`;
  753 |       return bot.sendDocument(USERID, document).then(resp => {
> 754 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  755 |         assert.ok(is.object(resp.document));
  756 |         documentId = resp.document.file_id;
  757 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 755}","  753 |       return bot.sendDocument(USERID, document).then(resp => {
  754 |         assert.ok(is.object(resp));
> 755 |         assert.ok(is.object(resp.document));
      |        ^ Assertion Roulette
  756 |         documentId = resp.document.file_id;
  757 |       });
  758 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 763}","  761 |       const document = documentId;
  762 |       return bot.sendDocument(USERID, document).then(resp => {
> 763 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  764 |         assert.ok(is.object(resp.document));
  765 |       });
  766 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 764}","  762 |       return bot.sendDocument(USERID, document).then(resp => {
  763 |         assert.ok(is.object(resp));
> 764 |         assert.ok(is.object(resp.document));
      |        ^ Assertion Roulette
  765 |       });
  766 |     });
  767 |     it('should send a document from fs.readStream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 770}","  768 |       const document = fs.createReadStream(`${__dirname}/data/photo.gif`);
  769 |       return bot.sendDocument(USERID, document).then(resp => {
> 770 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  771 |         assert.ok(is.object(resp.document));
  772 |       });
  773 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 771}","  769 |       return bot.sendDocument(USERID, document).then(resp => {
  770 |         assert.ok(is.object(resp));
> 771 |         assert.ok(is.object(resp.document));
      |        ^ Assertion Roulette
  772 |       });
  773 |     });
  774 |     it('should send a document from request Stream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 777}","  775 |       const document = request(`${staticUrl}/photo.gif`);
  776 |       return bot.sendDocument(USERID, document).then(resp => {
> 777 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  778 |         assert.ok(is.object(resp.document));
  779 |       });
  780 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 778}","  776 |       return bot.sendDocument(USERID, document).then(resp => {
  777 |         assert.ok(is.object(resp));
> 778 |         assert.ok(is.object(resp.document));
      |        ^ Assertion Roulette
  779 |       });
  780 |     });
  781 |     it('should send a document from a Buffer', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 784}","  782 |       const document = fs.readFileSync(`${__dirname}/data/photo.gif`);
  783 |       return bot.sendDocument(USERID, document).then(resp => {
> 784 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  785 |         assert.ok(is.object(resp.document));
  786 |       });
  787 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 785}","  783 |       return bot.sendDocument(USERID, document).then(resp => {
  784 |         assert.ok(is.object(resp));
> 785 |         assert.ok(is.object(resp.document));
      |        ^ Assertion Roulette
  786 |       });
  787 |     });
  788 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 799}","  797 |       const video = `${__dirname}/data/video.mp4`;
  798 |       return bot.sendVideo(USERID, video).then(resp => {
> 799 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  800 |         assert.ok(is.object(resp.video));
  801 |         videoId = resp.video.file_id;
  802 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 800}","  798 |       return bot.sendVideo(USERID, video).then(resp => {
  799 |         assert.ok(is.object(resp));
> 800 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  801 |         videoId = resp.video.file_id;
  802 |       });
  803 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 807}","  805 |       // Send the same video as before
  806 |       return bot.sendVideo(USERID, videoId).then(resp => {
> 807 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  808 |         assert.ok(is.object(resp.video));
  809 |       });
  810 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 808}","  806 |       return bot.sendVideo(USERID, videoId).then(resp => {
  807 |         assert.ok(is.object(resp));
> 808 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  809 |       });
  810 |     });
  811 |     it('should send a video from fs.readStream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 814}","  812 |       const video = fs.createReadStream(`${__dirname}/data/video.mp4`);
  813 |       return bot.sendVideo(USERID, video).then(resp => {
> 814 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  815 |         assert.ok(is.object(resp.video));
  816 |       });
  817 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 815}","  813 |       return bot.sendVideo(USERID, video).then(resp => {
  814 |         assert.ok(is.object(resp));
> 815 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  816 |       });
  817 |     });
  818 |     it('should send a video from request Stream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 821}","  819 |       const video = request(`${staticUrl}/video.mp4`);
  820 |       return bot.sendVideo(USERID, video).then(resp => {
> 821 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  822 |         assert.ok(is.object(resp.video));
  823 |       });
  824 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 822}","  820 |       return bot.sendVideo(USERID, video).then(resp => {
  821 |         assert.ok(is.object(resp));
> 822 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  823 |       });
  824 |     });
  825 |     it('should send a video from a Buffer', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 828}","  826 |       const video = fs.readFileSync(`${__dirname}/data/video.mp4`);
  827 |       return bot.sendVideo(USERID, video).then(resp => {
> 828 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  829 |         assert.ok(is.object(resp.video));
  830 |       });
  831 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 829}","  827 |       return bot.sendVideo(USERID, video).then(resp => {
  828 |         assert.ok(is.object(resp));
> 829 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  830 |       });
  831 |     });
  832 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 840}","  838 |     it('should send a gif as an animation', function test() {
  839 |       return bot.sendAnimation(USERID, `${__dirname}/data/photo.gif`).then(resp => {
> 840 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  841 |         assert.ok(is.object(resp.document));
  842 |       });
  843 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 841}","  839 |       return bot.sendAnimation(USERID, `${__dirname}/data/photo.gif`).then(resp => {
  840 |         assert.ok(is.object(resp));
> 841 |         assert.ok(is.object(resp.document));
      |        ^ Assertion Roulette
  842 |       });
  843 |     });
  844 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 855}","  853 |       const voice = `${__dirname}/data/voice.ogg`;
  854 |       return bot.sendVoice(USERID, voice).then(resp => {
> 855 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  856 |         assert.ok(is.object(resp.voice));
  857 |         voiceId = resp.voice.file_id;
  858 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 856}","  854 |       return bot.sendVoice(USERID, voice).then(resp => {
  855 |         assert.ok(is.object(resp));
> 856 |         assert.ok(is.object(resp.voice));
      |        ^ Assertion Roulette
  857 |         voiceId = resp.voice.file_id;
  858 |       });
  859 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 863}","  861 |       // Send the same voice as before
  862 |       return bot.sendVoice(USERID, voiceId).then(resp => {
> 863 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  864 |         assert.ok(is.object(resp.voice));
  865 |       });
  866 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 864}","  862 |       return bot.sendVoice(USERID, voiceId).then(resp => {
  863 |         assert.ok(is.object(resp));
> 864 |         assert.ok(is.object(resp.voice));
      |        ^ Assertion Roulette
  865 |       });
  866 |     });
  867 |     it('should send a voice from fs.readStream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 870}","  868 |       const voice = fs.createReadStream(`${__dirname}/data/voice.ogg`);
  869 |       return bot.sendVoice(USERID, voice).then(resp => {
> 870 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  871 |         assert.ok(is.object(resp.voice));
  872 |       });
  873 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 871}","  869 |       return bot.sendVoice(USERID, voice).then(resp => {
  870 |         assert.ok(is.object(resp));
> 871 |         assert.ok(is.object(resp.voice));
      |        ^ Assertion Roulette
  872 |       });
  873 |     });
  874 |     it('should send a voice from request Stream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 877}","  875 |       const voice = request(`${staticUrl}/voice.ogg`);
  876 |       return bot.sendVoice(USERID, voice).then(resp => {
> 877 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  878 |         assert.ok(is.object(resp.voice));
  879 |       });
  880 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 878}","  876 |       return bot.sendVoice(USERID, voice).then(resp => {
  877 |         assert.ok(is.object(resp));
> 878 |         assert.ok(is.object(resp.voice));
      |        ^ Assertion Roulette
  879 |       });
  880 |     });
  881 |     it('should send a voice from a Buffer', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 884}","  882 |       const voice = fs.readFileSync(`${__dirname}/data/voice.ogg`);
  883 |       return bot.sendVoice(USERID, voice).then(resp => {
> 884 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  885 |         assert.ok(is.object(resp.voice));
  886 |       });
  887 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 885}","  883 |       return bot.sendVoice(USERID, voice).then(resp => {
  884 |         assert.ok(is.object(resp));
> 885 |         assert.ok(is.object(resp.voice));
      |        ^ Assertion Roulette
  886 |       });
  887 |     });
  888 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 900}","  898 |       const video = `${__dirname}/data/video.mp4`;
  899 |       return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
> 900 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  901 |         assert.ok(is.object(resp.video));
  902 |         videoNoteId = resp.video.file_id;
  903 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 901}","  899 |       return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
  900 |         assert.ok(is.object(resp));
> 901 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  902 |         videoNoteId = resp.video.file_id;
  903 |       });
  904 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 6, 'line': 907}","  905 |     it('should send a video from id', function test() {
  906 |       // Send the same videonote as before
> 907 |       assert.ok(videoNoteId);
      |      ^ Assertion Roulette
  908 |       return bot.sendVideoNote(USERID, videoNoteId, { length: 5 }).then(resp => {
  909 |         assert.ok(is.object(resp));
  910 |         assert.ok(is.object(resp.video));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 909}","  907 |       assert.ok(videoNoteId);
  908 |       return bot.sendVideoNote(USERID, videoNoteId, { length: 5 }).then(resp => {
> 909 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  910 |         assert.ok(is.object(resp.video));
  911 |       });
  912 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 910}","  908 |       return bot.sendVideoNote(USERID, videoNoteId, { length: 5 }).then(resp => {
  909 |         assert.ok(is.object(resp));
> 910 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  911 |       });
  912 |     });
  913 |     it('should send a video from fs.readStream', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 916}","  914 |       const video = fs.createReadStream(`${__dirname}/data/video.mp4`);
  915 |       return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
> 916 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  917 |         assert.ok(is.object(resp.video));
  918 |       });
  919 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 917}","  915 |       return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
  916 |         assert.ok(is.object(resp));
> 917 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  918 |       });
  919 |     });
  920 |     it('should send a video from a Buffer', function test() {"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 923}","  921 |       const video = fs.readFileSync(`${__dirname}/data/video.mp4`);
  922 |       return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
> 923 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  924 |         assert.ok(is.object(resp.video));
  925 |       });
  926 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 924}","  922 |       return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
  923 |         assert.ok(is.object(resp));
> 924 |         assert.ok(is.object(resp.video));
      |        ^ Assertion Roulette
  925 |       });
  926 |     });
  927 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 950}","  948 |         disable_notification: true,
  949 |       }).then(resp => {
> 950 |         assert.ok(is.array(resp));
      |        ^ Assertion Roulette
  951 |         assert.strictEqual(resp.length, 3);
  952 |       });
  953 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 951}","  949 |       }).then(resp => {
  950 |         assert.ok(is.array(resp));
> 951 |         assert.strictEqual(resp.length, 3);
      |        ^ Assertion Roulette
  952 |       });
  953 |     });
  954 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 962}","  960 |     it('should send a location', function test() {
  961 |       return bot.sendLocation(USERID, lat, long).then(resp => {
> 962 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  963 |         assert.ok(is.object(resp.location));
  964 |         assert.ok(is.number(resp.location.latitude));
  965 |         assert.ok(is.number(resp.location.longitude));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 963}","  961 |       return bot.sendLocation(USERID, lat, long).then(resp => {
  962 |         assert.ok(is.object(resp));
> 963 |         assert.ok(is.object(resp.location));
      |        ^ Assertion Roulette
  964 |         assert.ok(is.number(resp.location.latitude));
  965 |         assert.ok(is.number(resp.location.longitude));
  966 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 964}","  962 |         assert.ok(is.object(resp));
  963 |         assert.ok(is.object(resp.location));
> 964 |         assert.ok(is.number(resp.location.latitude));
      |        ^ Assertion Roulette
  965 |         assert.ok(is.number(resp.location.longitude));
  966 |       });
  967 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 965}","  963 |         assert.ok(is.object(resp.location));
  964 |         assert.ok(is.number(resp.location.latitude));
> 965 |         assert.ok(is.number(resp.location.longitude));
      |        ^ Assertion Roulette
  966 |       });
  967 |     });
  968 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 980}","  978 |       const opts = { chat_id: USERID, message_id: message.message_id };
  979 |       return bot.editMessageLiveLocation(lat + 1, long + 1, opts).then(resp => {
> 980 |         assert.ok(is.object(resp));
      |        ^ Assertion Roulette
  981 |         assert.ok(is.object(resp.location));
  982 |         assert.ok(is.number(resp.location.latitude));
  983 |         assert.ok(is.number(resp.location.longitude));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 981}","  979 |       return bot.editMessageLiveLocation(lat + 1, long + 1, opts).then(resp => {
  980 |         assert.ok(is.object(resp));
> 981 |         assert.ok(is.object(resp.location));
      |        ^ Assertion Roulette
  982 |         assert.ok(is.number(resp.location.latitude));
  983 |         assert.ok(is.number(resp.location.longitude));
  984 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 982}","  980 |         assert.ok(is.object(resp));
  981 |         assert.ok(is.object(resp.location));
> 982 |         assert.ok(is.number(resp.location.latitude));
      |        ^ Assertion Roulette
  983 |         assert.ok(is.number(resp.location.longitude));
  984 |       });
  985 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 983}","  981 |         assert.ok(is.object(resp.location));
  982 |         assert.ok(is.number(resp.location.latitude));
> 983 |         assert.ok(is.number(resp.location.longitude));
      |        ^ Assertion Roulette
  984 |       });
  985 |     });
  986 |   });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1000}","   998 |       const opts = { chat_id: USERID, message_id: message.message_id };
   999 |       return bot.stopMessageLiveLocation(opts).then(resp => {
> 1000 |         assert.ok(is.object(resp));
       |        ^ Assertion Roulette
  1001 |         assert.ok(is.object(resp.location));
  1002 |         assert.ok(is.number(resp.location.latitude));
  1003 |         assert.ok(is.number(resp.location.longitude));"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1001}","   999 |       return bot.stopMessageLiveLocation(opts).then(resp => {
  1000 |         assert.ok(is.object(resp));
> 1001 |         assert.ok(is.object(resp.location));
       |        ^ Assertion Roulette
  1002 |         assert.ok(is.number(resp.location.latitude));
  1003 |         assert.ok(is.number(resp.location.longitude));
  1004 |       });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1002}","  1000 |         assert.ok(is.object(resp));
  1001 |         assert.ok(is.object(resp.location));
> 1002 |         assert.ok(is.number(resp.location.latitude));
       |        ^ Assertion Roulette
  1003 |         assert.ok(is.number(resp.location.longitude));
  1004 |       });
  1005 |     });"
/home/lawtrel/Projects/research-javascript-test-smells/repositories/node-telegram-bot-api/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 1003}","  1001 |         assert.ok(is.object(resp.location));
  1002 |         assert.ok(is.number(resp.location.latitude));
> 1003 |         assert.ok(is.number(resp.location.longitude));
       |        ^ Assertion Roulette
  1004 |       });
  1005 |     });
  1006 |   });"
